Ticker
RY
TD
SHOP
ENB
BN
CP
TRI
CNR
CNQ
CSU
BNS
BMO
NGT
CM
ATD
MFC
TRP
SU
WCN
AEM
L
IMO
ABX
IFC
SLF
BCE
NA
GWO
CVE
DOL
WPM
FFH
TECK.B
TECK.A
GIB.A
T
FNV
PPL
NTR
QSR
QSP.UN
FTS
WSP
WN
RCI.B
RCI.A
CCO
H
IVN
POW
BAM
BIP.UN
TOU
GFL
RBA
MRU
BEP.UN
BEPC
MG
TFII
K
FM
EMA
CCL.B
CCL.A
OVV
ARX
DAY
STN
SAP
DSG
OTEX
X
EFN
PHYS
AGI
LUN
FSV
BNRE
TIH
PAAS
WFG
IAG
CIGI
GIL
BBD.A
BBD.B
ALA
CU
EMP.A
KEY
IGM
ATRL
CTC.A
CTC
CAR.UN
BLCO
BIPC
CS
QBR.A
QBR.B
CLS
EDV
CAE
PSLV
ONEX
U.UN
BBU.UN
LUG
CEF
MEG
PSK
CPX
NVEI
DFY
REI.UN
FTT
PKI
NPI
AC
WCP
AQN
SCR
BTO
DOO
ATZ
PRMW
ACO.X
ACO.Y
CWB
VRN
NXE
GRT.UN
HBM
CHP.UN
SJ
ELD
OR
TFPM
KXS
ELF
FIL
BYD
PBH
BEI.UN
TA
CSH.UN
BHC
IMG
DIR.UN
EQB
FCR.UN
ATS
LNR
SRU.UN
POU
MX
CRT.UN
BLX
TPZ
STLC
GEI
EQX
CIA
PRU
LSPD
TOY
CEE
ERO
NGD
BTE
CURA
HR.UN
GSY
CCA
PEY
WPK
CRR.UN
SES
AP.UN
FIH.U
MFI
OGC
CIX
ATH
BBUC
AIF
CGG
KMP.UN
DPM
SSL
NWC
EIF
RUS
AYA
FN
GLXY
NVA
TXG
DML
RCH
CJT
CG
NFI
CXB
INE
NGEX
FRU
SEA
TLRY
LIF
TVE
VET
LNF
MDA
MAG
FVI
GMIN
TSU
IPCO
BB
SIL
CFP
WDO
NG
SVI
SPB
KNT
TVK
IIP.UN
PET
OSK
ENGH
DCBO
MEQ
FOM
CEU
OLA
GOOS
SSRM
HPS.A
HUT
DNTL
PMZ.UN
SIS
SIA
AAV
SII
AND
WTE
HWX
BIR
GATO
TCL.A
TCL.B
ASTL
JWEL
UNC
IE
NWH.UN
TIXT
DRM
BITF
SVM
EDR
ZCPB
CHE.UN
BDT
ARE
MRC
BDGI
MTL
SKE
ALS
KEL
KRR
EFR
LB
PXT
LAS.A
ZZZ
PD
ORA
CYB
CRON
CR
SFTC
WELL
MTY
HRX
ARIS
ADEN
SOY
AFN
PSI
CVG
TKO
DND
CAS
IFP
CJ
EFX
PRL
TCW
CPLF
GCG.A
GCG
MATR
RUP
CMG
PLC
ET
TPX.B
FSZ
FCU
CF
MRE
CTS
GDI
AAUC
PPTA
CGI
SGR.UN
AX.UN
AD.UN
SEC
LAC
EXE
AOI
SFC
BLDP
PBL
RSI
CUP.U
DHT.U
DHT.UN
LAAC
MRG.UN
MDI
CGX
MKP
NOA
DTOL
TF
REAL
MI.UN
DBM
MUX
AR
FEC
WFC
HOM.UN
HOM.U
SDE
NXR.UN
MNT
IAU
SGY
ALC
BDI
APR.UN
KEC
ECN
VNP
GUD
SLS
TCS
CVO
AGF.B
FVL
CGO
URE
PMET
AW.UN
CHR
SOLG
OBE
TAL
WJX
WEED
CGY
MAL
ISV
TSND
AI
GAU
VCM
RAY.A
RAY.B
DIV
ESI
SOIL
FTN
VBNK
BLN
QBTC
TWC
DXT
VLE
PZA
VHI
ACB
PLZ.UN
GGD
FC
GBT
GTWO
ETG
PHX
JAG
TBL
MRD
MHC.U
URC
KSI
MARI
GRA
ACQ
HLF
BPF.UN
CPH
III
PNE
KBL
ARR
D.UN
MRT.UN
TOT
ORE
CSW.B
CSW.A
BK
QRC
NEO
RPI.UN
NUAG
PRV.UN
WRN
MSA
CKI
HTL
DRX
GLO
LIRC
CFW
ECOR
FFN
KITS
SPLT
DR
BTB.UN
TC
XTC
PRB
MND
ADN
ENS
ERE.UN
CNL
ARG
DGS
MPC
DSV
WILD
STEP
SYZ
ITE
PIF
PRN
AIM
OGI
GTE
TSAT
STC
BANK
GOLD
ECO
NDM
OLY
PRYM
GDC
AIDX
GH
CEW
SBC
TNZ
FAR
ERD
FCD.UN
URB.A
URB
LUC
ASM
AII
LEV
PTM
AMC
QTRH
SPPP
VOXR
